,Name,Ticker
0,UnitedHealth Group Incorporated,UNH
1,Goldman Sachs Group Inc.,GS
2,Home Depot Inc.,HD
3,Microsoft Corporation,MSFT
4,McDonald's Corporation,MCD
5,Amgen Inc.,AMGN
6,Visa Inc. Class A,V
7,salesforce.com inc.,CRM
8,Boeing Company,BA
9,American Express Company,AXP
10,Honeywell International Inc.,HON
11,Caterpillar Inc.,CAT
12,Travelers Companies Inc.,TRV
13,Johnson & Johnson,JNJ
14,Apple Inc.,AAPL
15,Procter & Gamble Company,PG
16,3M Company,MMM
17,Walt Disney Company,DIS
18,JPMorgan Chase & Co.,JPM
19,Chevron Corporation,CVX
20,NIKE Inc. Class B,NKE
21,Walmart Inc.,WMT
22,International Business Machines Corporation,IBM
23,Merck & Co. Inc.,MRK
24,Coca-Cola Company,KO
25,Dow Inc.,DOW
26,Cisco Systems Inc.,CSCO
27,Verizon Communications Inc.,VZ
28,Intel Corporation,INTC
29,Walgreens Boots Alliance Inc,WBA
