,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Open,High,Low,Close,Adj Close,Volume,Dividend,Dividend Cum,Price with cum Dividends
2012,80000.0,,,,800000.0,409239.0,,409239.0,-1774.0,1207465,1310000.0,,4429.0,,-1235571,-15.4446,-1240000,-15.5,,-1240000,-15.5,,-1240000,-15.5,-5895.5,-6030.0,210,210,,,,,,,,,,,,,,,,,,,213000.0,,,397000.0,610000.0,,,,,,,,610000,,,-2240000.0,,1627256.0,-612744,-2744.0,2744.0,,-1240000,,,,-600000.0,,,244787.0,-610000.0,1060201,-779799,,,,,,,,455000.0,,,213000.0,668000.0,,668000.0,,111799.0,-779799,480.0,480.0,222.0,222.0,222.0,4.0,0,0,222.0
2013,,,,,80000.0,271689.0,,271689.0,2034.0,353723,8290000.0,,9266.0,,-8290734,-inf,-8290000,-inf,-10000.0,-8300000,-inf,,-8300000,-inf,-474.0,-474.0,16883,16883,,,,,,,,,,,,,,,,,,,,,,240000.0,240000.0,,,,,,,,240000,,10000.0,-10540000.0,,10297442.0,-232558,7442.0,-7442.0,,-8300000,,,,370000.0,,,22271.0,-240000.0,7615348,-314652,,,,,,,,250000.0,,,68976.0,318976.0,,318976.0,4324.0,,-314652,205.0,245.0,204.0,205.0,205.0,11.0,0,0,205.0
2014,,,,,,1974948.0,,1974948.0,,1974948,1640000.0,,40890.0,,-1898405,-inf,-1640000,-inf,-270000.0,-1910000,-inf,,-1910000,-inf,-96.0,-96.0,52840,52840,,,,,,,,,,,,,,,,,,,37537.0,,,392463.0,430000.0,,,,,,,,430000,,,-12450000.0,,12120744.0,-329256,100744.0,-100744.0,,-1910000,,,,-190000.0,,,14631.0,-430000.0,2087173,-12827,,,-248800.0,,,-248800.0,-3060.0,228750.0,,,34974.0,260664.0,,-963.0,3361.0,4324.0,-12827,60.0,83.0,36.1,36.1,36.1,274.5,0,0,36.1
2015,,,,,,43762.0,,43762.0,,43762,26621620.0,,145263.0,,-26621622,-inf,-26621620,-inf,-73470.0,-26695090,-inf,,-26695090,-inf,-0.04,-0.04,5033725,5033725,2970.0,,2970.0,,,,2970.0,,,,,,,,,,2970.0,,61624.0,,,142746.0,204370.0,,,,,,,,204370,,33110.0,-39142490.0,,38965722.0,-143658,60712.0,-57742.0,2970.0,-26695090,,,,228600.0,,,16294.0,-201400.0,26431025,-35465,,,,,,,,,,,35070.0,35070.0,,-395.0,2966.0,3361.0,-35465,4.0,4.5,0.965,1.74,1.74,8000.0,0,0,1.74
2016,,,,,,7188.0,,7188.0,,7188,1570390.0,,2865.0,,-1570385,-inf,-1570390,-inf,-2860.0,-1573250,-inf,,-1573250,-inf,-0.05,-0.05,34602917,34602917,2890.0,,2890.0,,,,2890.0,,,,,,,,,,2890.0,,48750.0,,,160800.0,209550.0,,,,,,,,209550,,34710.0,-40715740.0,,40474370.0,-206660,2890.0,,2890.0,-1573250,,,,-5260.0,,,9981.0,-206660.0,1578438,-72,,,,,,,,,,,,,,-72.0,2894.0,2966.0,-72,0.052,0.075,0.0275,0.046,0.046,77450.0,0,0,0.046
2017,,,,,,2029.0,,2029.0,,2029,2030.0,,2841.0,,-2029,-inf,-2030,-inf,-2840.0,-4870,-inf,,-4870,-inf,-0.0,-0.0,34707835,34707835,2750.0,,2750.0,,,,2750.0,,,,,,,,,,2750.0,,48750.0,,,165530.0,214280.0,,,,,,,,214280,,34710.0,-40720610.0,,40474370.0,-211530,2750.0,,2750.0,-4870,,,,-4870.0,,,,-211530.0,9595,-145,,,,,,,,,,,,,,-145.0,2749.0,2894.0,-145,0.0115,0.0175,0.01,0.0115,0.0115,59450.0,0,0,0.0115
2018,,,,,,165989.0,,165989.0,,165989,126240.0,,2841.0,,-126239,-inf,-126240,-inf,-2840.0,-129080,-inf,,-129080,-inf,-0.0,-0.0,34707835,34707835,130.0,,130.0,,,460.0,590.0,,,,,,,,,,590.0,,18750.0,,,322450.0,341200.0,,,,,,,,341200,,34710.0,-40922250.0,,40546930.0,-340610,590.0,,590.0,-129080,,,,-129080.0,,,64999.0,-340610.0,255543,-2617,,,,,,,,,,,,,,-2617.0,132.0,2749.0,-2617,0.1425,0.269,0.085,0.209,0.209,445050.0,0,0,0.209
2019,,,,,1595040.0,1818511.0,,1818511.0,-1595040.0,1818511,1818510.0,,25383.0,,-1869273,-inf,-1818510,-inf,-25380.0,-1843890,-inf,,-1843890,-inf,-0.05,-0.05,35203862,35203862,770.0,,770.0,,306450.0,2480.0,309700.0,,,,,,,245140.0,245140.0,,554840.0,57500.0,155250.0,,,982090.0,1194840.0,,,,,,,,1194840,,36660.0,-42766140.0,,42089485.0,-639995,554845.0,-5.0,554840.0,-1843890,,,1522500.0,-544530.0,,306450.0,51687.0,-885140.0,309742,-556178,-245138.0,,,,,-245138.0,,,,,801437.0,801437.0,,3121.0,3253.0,132.0,-801316,1.219,1.67,0.9925,1.53,1.53,355300.0,0,0,1.53
2020,161374.0,,161374.0,1.0,,6685397.0,,6685397.0,,6685397,1005274.0,,1204222.0,78076.0,-6445947,-39.9441,-7728245,-47.8903,,-7728245,-47.8903,,-7728245,-47.8903,-0.2,-0.2,37773491,37773491,40538.0,,40538.0,,,,40538.0,4727464.0,,,,,,,4727464.0,,4768002.0,1019027.0,681524.0,,15973.0,2865866.0,4582390.0,108132.0,,,4510000.0,4618132.0,,,9200522,,39578.0,,,-4472098.0,-4432520,4768002.0,,4768002.0,-7728245,78076.0,,3024160.0,-3656712.0,,,1016070.0,-4541852.0,5900884,-2381837,-218586.0,,,,,-218586.0,-414688.0,,,,3052396.0,2637708.0,,37285.0,40538.0,3253.0,-2600423,0.815,0.975,0.5025000000000001,0.73,0.73,583600.0,0,0,0.73
2021,41.0,,,,,1776.0,,1776.0,5663.0,7439,,,-993.0,175204.0,165819,4048.9176,-8391,-204.8968,,-8391,-204.8968,,-8391,-204.8968,-0.2,-0.2,42416542,42416542,508.0,,508.0,,,,508.0,5522.0,,25.0,25.0,,,,5547.0,,6055.0,524.0,66.0,,,7733.0,8323.0,,,,-3747.0,-3747.0,,,4576,,,,,,-6844,-2268.0,8323.0,6055.0,-8391,175204.0,,4748058.0,4534037.0,,172400.0,-127452.0,-7815.0,-12424913,-2976006,-376729.0,,,,,-376729.0,,,,,3818709.0,3818709.0,,466974.0,507512.0,40538.0,-3352735,1.335,1.565,1.025,1.3275,1.3275,806650.0,0,0,1.3275
